,Complexity,Real_Fake,Political,TextUppercase,TextLowercase,Original_text,Text,len_values,period_ratio,question_ratio,exclamation_ratio,ellipses_ratio,lex_prediction1,confidence1,lex_prediction2,confidence2,Complexity_Combination,Complexity_Simple,Real_Fake_DeepFake,Real_Fake_Fake,Real_Fake_Real,lex_prediction1_Negative,lex_prediction1_Neutral,lex_prediction1_Positive,lex_prediction2_anger,lex_prediction2_fear,lex_prediction2_joy,lex_prediction2_love,lex_prediction2_sadness,lex_prediction2_surprise,bert_s1,bert_s2,bert_s1_Negative,bert_s1_Positive,bert_s2_Joy,bert_s2_Sadness,bert_s2_Surprise,Sentiment1,Sentiment2
69,['Simple'],['Fake'],0,1,0,APĂ CHIOARĂ,PURE WATER,0.045454545454545456,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,5
70,['Combination'],['Real'],0,0,1,"0 - mesaje 0 - apeluri 
10 - mesaje 7 - apeluri","0 - messages 0 - calls 
10 - messages 7 - calls",0.29545454545454547,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,0
71,['Simple'],['Fake'],0,1,0,ȘTII CĂ BANANELE AU ACELE PETE NEGRE PENTRU CĂ ORGANIZEAZĂ LUPTE ILEGALE NOAPTEA?,DID YOU KNOW BANANAS HAVE THOSE BLACK SPOTS BECAUSE THEY ORGANIZE ILLEGAL FIGHTS AT NIGHT?,0.36363636363636365,0.0,1.0,0.0,0.0,['Neutral'],1.0,"['anger', 'fear', 'sadness']",0.3333333333333333,0,1,0,1,0,0,1,0,1,1,0,0,1,0,['Negative'],['Surprise'],1,0,0,0,1,0,5
72,['Combination'],['Real'],0,1,0,"YOUTUBE ÎNCĂRCÂND UN VIDEO: 
YOUTUBE ÎNCĂRCÂND O RECLAMĂ:","YOUTUBE UPLOADING A VIDEO: 
YOUTUBE UPLOADING AN AD:",0.25,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,0
73,['Combination'],['Real'],0,0,1,cum arăt versus cum ma vede bunica,how I look versus how grandma sees me,0.18181818181818182,0.0,0.0,0.0,0.0,['Neutral'],1.0,['anger'],1.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,1,3
74,['Combination'],['Real'],0,1,0,"ÎNAINTE DE FILM: 
TOT ÎNAINTE DE FILM:","BEFORE THE MOVIE: 
BEFORE THE MOVIE:",0.20454545454545456,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,5
75,['Combination'],['Real'],0,1,0,"DE AZI SUNT LA DIETĂ, ÎN LOC DE 6 FELII DE PIZZA MĂNÂNC DOAR 3","FROM TODAY I AM ON A DIET, INSTEAD OF 6 PIZZA SLICES I EAT ONLY 3",0.38636363636363635,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,5
76,['Simple'],['Fake'],0,0,0,GTA San Maramureș,GTA San Maramureș,0.06818181818181818,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,5
77,['Simple'],['Real'],0,0,0,"Eu la 3 noaptea 
Frigiderul","Me at 3 in the morning 
The fridge",0.20454545454545456,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,2
78,['Combination'],['Real'],0,1,0,"ACEL MOMENT CÂND VEZI O GROAPĂ, DAR E PREA TÂRZIU SĂ O MAI EVIȚI:",THAT MOMENT WHEN YOU SEE A PIT BUT IT'S TOO LATE TO AVOID IT:,0.36363636363636365,0.0,0.0,0.0,0.0,['Negative'],1.0,"['fear', 'sadness']",0.5,1,0,0,0,1,1,0,0,0,1,0,0,1,0,['Negative'],['Surprise'],1,0,0,0,1,2,5
79,['Simple'],['Real'],0,0,1,"când ai dormit 20 ore , dar mai tragi un pui de somn repede","when you've slept 20 hours, but you take another quick nap",0.29545454545454547,0.0,0.0,0.0,0.0,['Neutral'],1.0,['joy'],0.6666666666666666,0,1,0,0,1,0,1,0,0,0,1,0,0,0,['Negative'],['Sadness'],1,0,0,1,0,2,2
80,['Simple'],['Real'],0,1,0,"PROFESORUL: NU PUTEȚI SĂ FOLOSIȚI TELEFOANELE, CEASURILE INTELIGENTE SAU LAPTOPUI-LE LA TEST. 
EU:","TEACHER: YOU CANNOT USE THEIR PHONES, SMART WATCHES OR LAPTOP FOR THE TEST. 
I:",0.4318181818181818,1.0,0.0,0.0,0.0,['Neutral'],1.0,['love'],1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,0,5
81,['Simple'],['Real'],0,1,0,"O SĂ MĂ APUC DE ÎNVĂȚAT LA 11. 
CEASUL MEU: 
10:65","I WILL START STUDYING AT 11. 
MY WATCH: 
10:65",0.29545454545454547,1.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,5
82,['Combination'],['Real'],0,1,0,"CUM VĂD PĂRINȚII ȘCOALA:
CUM VĂD COPII ȘCOALA:","HOW THE PARENTS SEE THE SCHOOL:
HOW CHILDREN SEE SCHOOL:",0.29545454545454547,0.0,0.0,0.0,0.0,['Neutral'],1.0,['joy'],0.6666666666666666,1,0,0,0,1,0,1,0,0,0,1,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,1
83,['Combination'],['Real'],0,0,0,"Munikipiul București - PMkB 
10 septembrie la 18:08 
© Ionuț Oprea 
Urmeaza statia Drumul Taberei cu peronul pe partea stanga","Munikipiul Bucharest - PMkB 
September 10 at 6:08 p.m 
© Ionut Oprea 
Follow Drumul Taberei station with the platform on the left",0.5681818181818182,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Sadness'],1,0,0,1,0,1,2
84,['Simple'],['Real'],0,0,0,"Când ajungi prima oară în Cluj 
recorder 
Mai este mult până la metrou?","When you first arrive in Cluj 
recorder 
Is it still far to the subway?",0.38636363636363635,0.0,1.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,0
85,['Simple'],['Real'],1,1,0,"VII ASTĂ-SEARĂ PE LA MINE? 
AM APĂ CALDĂ.","ARE YOU COMING TO ME TONIGHT? 
I HAVE HOT WATER.",0.29545454545454547,0.5,0.5,0.0,0.0,['Neutral'],1.0,['anger'],1.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,2
86,['Simple'],['DeepFake'],1,0,0,"Azi de dimineață într-un apartament din București 
Hooo, Nicușor!","This morning in an apartment in Bucharest 
Hooo, Nicusor!",0.2727272727272727,0.0,0.0,1.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,5
87,['Simple'],['Real'],1,1,0,CINE A NINS SĂ STRÂNGĂ,WHO SNOWED TO SQUEEZE,0.09090909090909091,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,5
88,['Simple'],['Real'],0,0,0,"Neamurile, de Sărbători: când te însori, când faci copii? 
Eu: 
Îmi produceți un stres teribil","Gentiles, on Holidays: when do you get married, when do you have children? 
I: 
You are causing me terrible stress",0.6136363636363636,0.0,1.0,0.0,0.0,['Neutral'],1.0,"['fear', 'joy']",0.23529411764705882,0,1,0,0,1,0,1,0,0,1,1,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
89,['Simple'],['Real'],0,1,0,"ASTA INSEAMNA 
SA FII MAFIOT","THIS MEANS 
BE A MAFIA",0.13636363636363635,0.0,0.0,0.0,0.0,['Neutral'],1.0,['fear'],1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,0,2
90,['Simple'],['Real'],0,1,0,"SĂ DAI TREI GOLURI ȘI SĂ IEI BĂTAIE CU 2-0 
ASTA ÎNSEAMNĂ SĂ FII MAFIOT","SCORING THREE GOALS AND TAKE A 2-0 BEAT 
THIS IS WHAT IT MEANS TO BE A MAFIA",0.45454545454545453,0.0,0.0,0.0,0.0,['Neutral'],1.0,['fear'],1.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
91,['Simple'],['Fake'],0,1,0,"SPEIȘ 
THE FINAL FRONTIER","SPACE 
THE FINAL FRONTIER",0.11363636363636363,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,5
92,['Simple'],['Real'],1,1,0,"CÂND VEZI PRIMELE EXIT POLL-URI 
CE-I, FĂ, ASTA?","WHEN YOU SEE THE FIRST EXIT POLLS 
WHAT IS THIS?",0.2727272727272727,0.0,1.0,0.0,0.0,['Neutral'],1.0,['love'],1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
93,['Simple'],['Real'],1,1,0,"CÂND VEZI CĂ S-A STRICAT GOOGLE 
DAR PE TINE NU POT DA VINA","WHEN YOU SEE GOOGLE IS BROKEN 
BUT I CAN'T BLAME YOU",0.2727272727272727,0.0,0.0,0.0,0.0,['Neutral'],1.0,['anger'],1.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
94,['Simple'],['Real'],1,1,0,"DAN BARNA, CITIND ZIARUL.","DAN BARNA, READING THE NEWSPAPER.",0.1590909090909091,1.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,5
95,['Simple'],['Real'],0,0,0,"Eu și prietena mea în cămin la 12 noaptea, ne certăm cu paznicul @studentnews.info","Me and my girlfriend in the dorm at 12 at night, arguing with the guard @studentnews.info",0.38636363636363635,0.0,0.0,0.0,0.0,['Neutral'],1.0,"['anger', 'fear']",0.4,0,1,0,0,1,0,1,0,1,1,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
96,['Simple'],['Real'],0,0,0,"Buna ziua, aveti 2 secunde sa vorbim despre mantuitorul nostru Iisus Hristos?","Hello, do you have 2 seconds to talk about our savior Jesus Christ?",0.3409090909090909,0.0,1.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,5
97,['Combination'],['Real'],0,0,0,"TU 
PISICA 
bagi bradul în casă
scoți globurile 
împodobști 
termini de împodobit","YOU 
CAT 
put the tree in the house
remove the globes 
decorate 
finish to decorate",0.45454545454545453,0.0,0.0,0.0,0.0,['Neutral'],1.0,['anger'],0.2857142857142857,1,0,0,0,1,0,1,0,1,0,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
98,['Simple'],['Real'],0,1,0,"CE DACĂ FATA PE CARE O PLACI ARE IUBIT? 
ȘI FOTBALUL ARE PORTAR ȘI TOT DAI GOL...","WHAT IF THE GIRL YOU LIKE HAS LOVED YOU? 
FOOTBALL ALSO HAS A GOALKEEPER AND YOU STILL SCORE A GOAL...",0.5227272727272727,0.0,0.5,0.0,0.5,['Neutral'],1.0,['joy'],0.6666666666666666,0,1,0,0,1,0,1,0,0,0,1,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,0,5
99,['Simple'],['Real'],1,0,0,"""Marian, bine că mi-ai adus telefonul, imbecilul dracului""","""Marian, bine că mi-ai adus telefonul, imbecilul dracului""",0.3181818181818182,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Sadness'],1,0,0,1,0,2,5
100,['Simple'],['Real'],0,1,0,"SPUNE, UNDE ESTE PARTENERUL TĂU ?","SAY, WHERE'S YOUR PARTNER?",0.1590909090909091,0.0,1.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,0
101,['Simple'],['Fake'],0,0,0,Cum se uită un șofer de BMW la linia de tramvai liberă,How a BMW driver looks at the free tram line,0.22727272727272727,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,3
102,['Simple'],['Fake'],0,0,0,Mama uitandu-se la mine in timp ce pun o farfurie murdara in chiuveta proaspat golita,Mom looking at me as I put a dirty plate in the freshly emptied sink,0.3409090909090909,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,0
103,['Simple'],['Fake'],1,0,0,Bucurestean in hainele de casa pe timpul iernii,Bucharest in home clothes during the winter,0.1590909090909091,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,0
104,['Simple'],['Real'],0,0,0,eu: putem sa ne oprim la McDrive? maica-mea: avem McDrive acasa  McDrive acasa:,me: can we stop at McDrive? my mother: we have McDrive at home McDrive at home:,0.45454545454545453,0.0,1.0,0.0,0.0,['Neutral'],1.0,"['joy', 'love', 'sadness']",0.3333333333333333,0,1,0,0,1,0,1,0,0,0,1,1,1,0,['Negative'],['Surprise'],1,0,0,0,1,2,5
105,['Simple'],['Fake'],0,1,0,CÂINELE MEU CÂND MĂNÂNC CEVA:,MY DOG WHEN I EAT SOMETHING:,0.1590909090909091,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,3
106,['Combination'],['Fake'],1,0,0,Așteptând să vină apa caldă,Waiting for the hot water to come on,0.18181818181818182,0.0,0.0,0.0,0.0,['Neutral'],1.0,['anger'],1.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,4
107,['Simple'],['Real'],1,0,0,"dau chirie in Cluj: spatioasa, pat dublu, vedere la piscina, 439eur,fara cheltuieli","for rent in Cluj: spacious, double bed, pool view, 439eur, no expenses",0.38636363636363635,0.0,0.0,0.0,0.0,['Positive'],1.0,['surprise'],0.2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,0
108,['Simple'],['Real'],0,0,0,Când vrei să te răzbuni pe musca care nu te-a lăsat să dormi toată noaptea,When you want to take revenge on the fly that didn't let you sleep all night,0.38636363636363635,0.0,0.0,0.0,0.0,['Neutral'],1.0,"['anger', 'fear', 'surprise']",0.3333333333333333,0,1,0,0,1,0,1,0,1,1,0,0,0,1,['Negative'],['Sadness'],1,0,0,1,0,2,0
109,['Simple'],['Real'],0,0,0,Când încerc sa mănânc noaptea în liniște și scap lingura pe jos,When I try to eat quietly at night and drop the spoon on the floor,0.3409090909090909,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,4
110,['Combination'],['Fake'],1,1,0,NU ARUNCĂ LUMEA CU OUĂ ÎN TINE DACĂ SUNT PREA SCUMPE,THE WORLD DON'T THROW EGGS AT YOU IF THEY ARE TOO EXPENSIVE,0.2727272727272727,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,0
111,['Simple'],['Fake'],0,0,0,Eu la munca incercand sa par ocupat,Me at work trying to look busy,0.1590909090909091,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Sadness'],1,0,0,1,0,0,4
112,['Simple'],['Fake'],0,0,0,Cand te uiti la ceas sa vezi cat mai ai de dormit si vezi ca mai sunt 5 minute pana suna alarma,When you look at the clock to see how much sleep you have left and see that there are 5 minutes left until the alarm goes off,0.6136363636363636,0.0,0.0,0.0,0.0,['Negative'],1.0,['surprise'],0.5,0,1,0,1,0,1,0,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,4
113,['Simple'],['Real'],0,0,0,Atunci cand un coleg pune o intrebare care lungeste sedinta cu 25 de minute.,When a colleague asks a question that prolongs the meeting by 25 minutes.,0.3181818181818182,1.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Sadness'],1,0,0,1,0,2,0
114,['Simple'],['Fake'],0,1,0,CAND ESTI SINGUR ACASA SI AUZI UN ZGOMOT,WHEN YOU ARE ALONE AT HOME AND YOU HEAR A NOISE,0.25,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,1
115,['Simple'],['Real'],0,1,0,CAND COBORI LA TOMBERON SA ARUNCI GUNOIUL,"WHEN YOU GO DOWN TO THE TUMP, THROW THE GARBAGE",0.25,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,1,2
116,['Simple'],['Fake'],0,0,0,Mamele uitându-se la copiii lor cum cresc și se duc la facultate:,Mothers watching their children grow up and go to college:,0.25,0.0,0.0,0.0,0.0,['Positive'],0.75,['joy'],0.4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,0,4
117,['Simple'],['Fake'],0,0,0,Prietenul tău care a venit cu 2 alți băieți la petrecerea ta,Your friend who came with 2 other guys to your party,0.25,0.0,0.0,0.0,0.0,['Neutral'],1.0,"['joy', 'love']",0.5,0,1,0,1,0,0,1,0,0,0,1,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,5
118,['Simple'],['Fake'],0,0,0,Cuplurile după 9 luni de carantină împreună,Couples after 9 months of quarantine together,0.1590909090909091,0.0,0.0,0.0,0.0,['Neutral'],1.0,['fear'],1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
119,['Simple'],['Fake'],0,0,0,Eu încercând să par relaxat uitându-mă la televizor în timp ce mama vorbește cu diriginta la telefon,Me trying to look relaxed watching TV while my mom talks to the manager on the phone,0.38636363636363635,0.0,0.0,0.0,0.0,['Neutral'],1.0,['fear'],1.0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,0,1
120,['Combination'],['Fake'],0,0,0,Dintele meu cariat uitându-se la mine cum plătesc ultimii 300€ pentru haine băutură și țigări în loc să mă duc la dentist,My decayed tooth watching me pay the last €300 for clothes booze and cigarettes instead of going to the dentist,0.4772727272727273,0.0,0.0,0.0,0.0,['Negative'],0.6,"['fear', 'joy', 'love', 'sadness']",0.25,1,0,0,1,0,1,0,0,0,1,1,1,1,0,['Negative'],['Sadness'],1,0,0,1,0,2,0
121,['Combination'],['Fake'],0,0,0,Când te-ai gătit 3 ore ca să ieși la întâlnire și el a decis că nu vă mai puteți vedea azi,When you cooked for 3 hours to go out on a date and he decided you couldn't see each other today,0.5,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Sadness'],1,0,0,1,0,2,0
122,['Combination'],['Real'],0,0,0,"Eu căutând online cum să fac venit pasiv fără universitate, fără investiții și fără lucru","Me searching online how to make passive income without university, without investment and without work",0.36363636363636365,0.0,0.0,0.0,0.0,['Neutral'],1.0,"['joy', 'love', 'sadness']",0.3333333333333333,1,0,0,0,1,0,1,0,0,0,1,1,1,0,['Negative'],['Surprise'],1,0,0,0,1,2,4
123,['Combination'],['Fake'],0,0,0,Eu: *povestesc mamei despre ziua mea la școală   Mama care deja a primit un sunet de la școală despre faptul că nu am fost la lecții,Me: *telling my mom about my day at school Mom who already got a sound from the school that I didn't attend lessons,0.5909090909090909,0.0,0.0,0.0,0.0,['Neutral'],1.0,['love'],1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
124,['Simple'],['Real'],0,0,0,Directorul: *cumpără bănci noi pentru școală*  Elevii din ultima bancă :,Principal: *buys new benches for the school* Students in the last bench:,0.36363636363636365,0.0,0.0,0.0,0.0,['Neutral'],1.0,['love'],1.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,['Negative'],['Sadness'],1,0,0,1,0,2,0
125,['Simple'],['Fake'],0,0,0,"Fața mea când bancomatul face ""krrrrrrrrrrrrrr"" înainte să imi dea 1000 de lei în bancote de 1","My face when the ATM goes ""krrrrrrrrrrrrr"" before giving me 1000 lei in 1 denominations",0.38636363636363635,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,0,2
126,['Simple'],['Real'],0,0,0,Eu : ling cuțitul după ce am terminat Ceilalți chirurgi care mă asistă la operație :,Me: licking the knife after I'm done The other surgeons assisting me in the operation:,0.4090909090909091,0.0,0.0,0.0,0.0,['Neutral'],1.0,"['fear', 'love']",0.5,0,1,0,0,1,0,1,0,0,1,0,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,1
127,['Combination'],['Fake'],0,0,0,Eu la 3 ani după ce mi-am turnat suc de mere în paharul de vin ca să pot bea cu toți la masă,Me 3 years after I poured apple juice into my wine glass so I could drink with everyone at the table,0.4772727272727273,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,1,2
128,['Combination'],['Fake'],0,0,0,"Când ai terminat să speli podeaua, dar ți-ai uitat telefonul în laltă cameră",When you finished mopping the floor but left your phone in the other room,0.3181818181818182,0.0,0.0,0.0,0.0,['Neutral'],1.0,"['sadness', 'surprise']",0.5,1,0,0,1,0,0,1,0,0,0,0,0,1,1,['Negative'],['Surprise'],1,0,0,0,1,0,4
129,['Combination'],['Real'],0,0,0,"Când ai văzut pe frigider un bilețel de la prietena ta care scire ""Nu mai merge"", iar când deschizi frigiderul vezi că el defapt merge","When you saw a note on the fridge from your friend saying ""It doesn't work anymore"", and when you open the fridge you see that it actually works",0.7272727272727273,0.0,0.0,0.0,0.0,['Neutral'],1.0,"['joy', 'love']",0.5,1,0,0,0,1,0,1,0,0,0,1,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,5
130,['Simple'],['Real'],0,0,0,"Când trebuie să feliciți pe cineva, și deja ai folosit cuvintele ""sănătate"" și ""fericire""","When you need to congratulate someone, and you've already used the words ""health"" and ""happiness""",0.4772727272727273,0.0,0.0,0.0,0.0,['Positive'],1.0,"['joy', 'love']",0.5,0,1,0,0,1,0,0,1,0,0,1,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,0,4
131,['Simple'],['Real'],0,0,0,Eu de feicare dată când cineva îmi zice ceva mai lung de 8 secunde,Me every time someone tells me something longer than 8 seconds,0.25,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Sadness'],1,0,0,1,0,2,4
132,['Simple'],['Fake'],0,0,0,"Când te sună șeful în timpul orelor de lucru și te pune să lucrezi la ceva , și acum trebuie să ieși din jocul tău online","When your boss calls you during work hours and makes you work on something, and now you have to get out of your online game",0.5909090909090909,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,4
133,['Combination'],['Fake'],0,0,0,"- de când sunteți la muncă în Italia ?  - Sunt acolo deja al 15-lea an  -wow, deci cred că aveți mulți bani  eu:","- since when have you been working in Italy?  - I've been there for the 15th year already -wow, so I think you have a lot of money me:",0.7727272727272727,0.0,1.0,0.0,0.0,['Neutral'],1.0,"['anger', 'joy', 'love', 'surprise']",0.25,1,0,0,1,0,0,1,0,1,0,1,1,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,4
134,['Combination'],['Real'],0,0,0,Fața mea când părinții au venit la școală să mă ia mai devreme de la lecții,My face when my parents came to school to pick me up early from lessons,0.3409090909090909,0.0,0.0,0.0,0.0,['Positive'],1.0,['love'],1.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,1,2
135,['Combination'],['Fake'],0,0,0,Copiii tăi când nu faci nimic vs. copiii tăi când intri în conference call cu colegii de la lucru,Your kids when you do nothing vs. your children when you enter the conference call with colleagues from work,0.4318181818181818,0.0,0.0,0.0,0.0,['Neutral'],1.0,['joy'],0.6666666666666666,1,0,0,1,0,0,1,0,0,0,1,0,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
136,['Simple'],['Real'],0,0,0,Eu în timp ce mă pregătesc de un video call care putea să fie un simplu email,Me while preparing for a video call that could have been a simple email,0.3181818181818182,0.0,0.0,0.0,0.0,['Neutral'],1.0,['surprise'],0.2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,['Negative'],['Surprise'],1,0,0,0,1,2,4
137,['Combination'],['Fake'],0,0,0,"Eu cu mama, în timp ce profa pe skype povestește despre cum eu mă jucam counter strike în loc să ascult lecția online","Me and my mom, while the teacher talks on Skype about how I was playing counter strike instead of listening to the online lesson",0.5681818181818182,0.0,0.0,0.0,0.0,['Positive'],0.75,"['anger', 'love']",0.5,1,0,0,1,0,0,0,1,1,0,0,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,1
138,['Combination'],['Fake'],0,0,0,"Când te-ai jucat până dimineața online, și aucm trebuie să intri în conference call pentru lecția online","When you played until the morning online, and now you have to enter the conference call for the online lesson",0.4772727272727273,0.0,0.0,0.0,0.0,['Neutral'],1.0,['love'],1.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,['Negative'],['Surprise'],1,0,0,0,1,2,4
139,['Combination'],['Fake'],0,0,0,"Eu : mă scuzați că am întârziat, traficul a fost cam greu   Profa pe webcam :","Me: I'm sorry I'm late, the traffic was a bit heavy Profa on webcam:",0.4318181818181818,0.0,0.0,0.0,0.0,['Neutral'],1.0,['sadness'],1.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,['Negative'],['Surprise'],1,0,0,0,1,2,0
