,Complexity,Real_Fake,Sentiment1,Sentiment2,Political,TextUppercase,TextLowercase,Original_text,Text
148,Simple,Real,Negative,anger,No,Yes,No,"CAND ABIA SCAPI DE CORONAVIRUS SI APARE ""CORONAROVIRUS""","WHEN YOU JUST ESCAPE CORONAVIRUS AND ""CORONAROVIRUS"" APPEARS"
149,Combination,Fake,Positive,joy,No,No,No,Nicolae Stanciu de fiecare dată când vede mingea la 30 de metri de poartă,Nicolae Stanciu every time he sees the ball 30 meters from the goal
150,Combination,Fake,Negative,fear,No,Yes,No,TOTI ROMANII CARE AU CRITICAT NATIONALA INAINTE DE EURO,ALL ROMANIANS WHO CRITICIZED THE NATIONAL TEAM BEFORE THE EURO
151,Simple,Real,Negative,anger,No,Yes,No,EȘTI DIN ROMÂNIA DACĂ  MAI ÎNTÂI SE ASFALTEAZĂ STRĂZILE ȘI DUPĂ ACEEA SE BAGĂ ȚEVILE,YOU ARE FROM ROMANIA IF THE STREETS ARE PAVED FIRST AND THEN THE PIPES ARE INSERTED
152,Simple,Real,Negative,sadness,No,Yes,No,CE SIMPLU AR FI DACA N-AR FI GREU,HOW SIMPLE IT WOULD BE IF IT WERE NOT HARD
153,Simple,Real,Neutral,sadness,No,Yes,No,"OK, GOOGLE, UNDE E MASINA MEA?","OK, GOOGLE, WHERE'S MY CAR?"
154,Simple,Real,Negative,surprise,No,No,No,Fanii Coldplay când văd maneliști pe scenă,Coldplay fans when they see manelists on stage
155,Simple,Fake,Positive,surprise,No,Yes,No,"BUNICULE, NE MAI SPUI O DATA POVESTEA AIA  CAND AI CAZUT DE LA ETAJUL TREI","GRANDFATHER, TELL US ONE MORE TIME THAT STORY WHEN YOU FELL FROM THE THIRD FLOOR"
156,Simple,Real,Positive,joy,No,No,No,Cu proful ăla șmecher la ora deschisă în parc,With that sly prof at open hour in the park
157,Simple,Real,Neutral,surprise,Yes,No,No,"Nicușor Dan solicitându-i Gabrielei Firea să elibereze funcția de Primar General al Municipiului București în urma rezultatului algerilor locale, Oct. 2020","Nicușor Dan asking Gabriela Firea to vacate the position of Mayor General of the Municipality of Bucharest following the result of the local elections, Oct. 2020"
158,Simple,Real,Negative,surprise,No,No,No,Când îi vezi pe ăia din provincie că fac meme cu metroul din București,When you see those from the province making memes of the subway from Bucharest
159,Simple,Real,Negative,sadness,No,Yes,No,CND MERGI CU RATB ȘI TE PRINDE CONTROLORUL FĂRĂ BILET,CND YOU GO WITH RATB AND THE CONTROLLER CATCHES YOU WITHOUT A TICKET
160,Combination,Real,Neutral,surprise,No,No,Yes,ea : îmi plac doar veganii  eu:,her: I only like vegans me:
161,Simple,Fake,Neutral,surprise,No,No,No,"Savant din Evul Mediu  incercand sa obtina aurul prin alchimie, cca. 1137","Scientist from the Middle Ages trying to obtain gold through alchemy, approx. 1137"
162,Simple,Fake,Neutral,surprise,No,No,No,"Mihai Viteazul, pe punctul de a-l infrunta pe Sinan Pasa, cca. 1595","Mihai Viteazul, about to face Sinan Pasa, approx. 1595"
163,Simple,Real,Negative,surprise,No,No,Yes,grupuri de intelectuali romani discutand diferentele dintre nihilism si existentialism,groups of Romanian intellectuals discussing the differences between nihilism and existentialism
164,Combination,Fake,Negative,anger,No,No,No,Când ai zis că iei trei puncte cu Bosnia și n-ai luat nimic din nou,When you said you would take three points with Bosnia and you took nothing again
165,Simple,Real,Neutral,surprise,No,Yes,No,IN ROMANIA NU CONTEAZA CINE ESTI  CONTEAZA UNDE PARCHEZI,"IN ROMANIA, WHO YOU ARE DOESN'T MATTER, IT DOES MATTER WHERE YOU PARK"
166,Simple,Real,Neutral,fear,No,No,No,Când folosești calculatorul la examen ca să te asiguri că 4+5 e egal cu 9,When you use the calculator in the exam to make sure that 4+5 equals 9
167,Simple,Real,Positive,joy,No,Yes,No,CUM TE SIMȚI CĂND ȚI-AI FĂCUT TEMELE DE VACANȚĂ  ȘI COLEGII APELEAZĂ LA TINE,HOW DO YOU FEEL WHEN YOU'VE DONE YOUR HOLIDAY HOMEWORK AND YOUR COLLEAGUES CALL YOU
168,Simple,Real,Positive,joy,No,Yes,No,MOMENTUL ĂLA CÂND AFLI CĂ NU TREBUIE SĂ TE DUCI  LA ȘCOALĂ,THAT MOMENT WHEN YOU FIND OUT YOU DON'T HAVE TO GO TO SCHOOL
169,Simple,Real,Neutral,surprise,No,No,No,Când te gândești că e o idee bună să te duci la grătar în plină pandemie,When you think it's a good idea to go to the barbecue in the middle of a pandemic
170,Combination,Fake,Negative,sadness,No,Yes,No,CAND TE PUNE CINEVA LA TREABA,WHEN SOMEONE PUT YOU TO WORK
171,Simple,Real,Negative,sadness,No,Yes,No,FANII ROMANIEI ASTEPTAND UN GOL CU LIECHTENSTEIN,ROMANIA FANS WAITING FOR A GOAL WITH LIECHTENSTEIN
172,Simple,Fake,Negative,sadness,No,No,No,"Când îți faci planuri de vacanță, dar apare încă o tulpină de Covid","When you're making vacation plans, but another strain of Covid shows up"
173,Simple,Real,Negative,surprise,Yes,No,No,România: nu poți să ai coronavirus dacă nu testezi pe nimeni,Romania: you can't have coronavirus if you don't test anyone
174,Combination,Fake,Neutral,fear,No,No,No,"Eu: Ce tare e lupta asta din film, ar fi super dacă aș avea cum să o încerc și eu  Fratele meu mai mic:","Me: That fight in the movie is so cool, it would be great if I could try it too My little brother:"
175,Simple,Fake,Neutral,anger,No,Yes,No,MOMENTUL ĂLA CÂND NU ȘTII DACĂ MAI E CUTREMUR SAU E DOAR PULSUL,THAT MOMENT WHEN YOU DON'T KNOW IF THERE IS AN EARTHQUAKE OR IT'S JUST THE PULSE
176,Simple,Real,Neutral,surprise,No,Yes,No,S-A INVENTAT MAȘINA INVIZIBILĂ?,HAS THE INVISIBLE CAR BEEN INVENTED?
177,Simple,Real,Positive,joy,No,Yes,No,CAND TU SI PRIETENII TAI  AFLATI CA ATI LUAT BACUL,WHEN YOU AND YOUR FRIENDS FIND OUT THAT YOU'VE GOT THE BAC
178,Simple,Real,Negative,surprise,No,Yes,No,SI VREI SA SPUI CA ROMANIA A TERMINAT PE PRIMUL LOC IN PRELIMINARII?,AND YOU WANT TO SAY THAT ROMANIA FINISHED FIRST IN THE PRELIMINARY?
179,Simple,Fake,Neutral,sadness,No,Yes,No,CAND TOTI PRIETENII TAI SUNT AFARA   SI TU AI TEME DE FACUT,WHEN ALL YOUR FRIENDS ARE OUT AND YOU HAVE HOMEWORK TO DO
180,Combination,Fake,Neutral,anger,No,Yes,No,CAND SE APROPIE BLACK FRIDAY DAR TU ESTI SARACIE ABOSLUTA,WHEN BLACK FRIDAY APPROACHES BUT YOU ARE ABSOLUTELY POVERTY
181,Simple,Real,Neutral,sadness,No,Yes,No,ORICE ELEV PE 10 SEPTEMBRIE,ANY STUDENT ON SEPTEMBER 10
182,Combination,Fake,Negative,surprise,No,Yes,No,MOMENTUL ALA CAND AI COLEGI CU MANA PE SUS  SI PROFA TE ALEGE PE TINE,THAT MOMENT WHEN YOU HAVE YOUR COLLEAGUES WITH YOUR HAND UP AND THE PROFESSOR CHOOSES YOU
183,Simple,Real,Positive,joy,No,Yes,No,DE 1 IUNIE  SĂ NU UITĂM DE CEI MICI,"FROM JUNE 1, LET'S NOT FORGET THE LITTLE ONES"
184,Simple,Real,Negative,anger,Yes,Yes,No,ASTA PUTEA FI ROMANIA  DAR TU VOTEZI CU PSD,THIS COULD BE ROMANIA BUT YOU VOTE WITH PSD
185,Simple,Real,Positive,joy,No,No,No,Când toată lumea crede că greșești și Google-ul arată că ai dreptate,When everyone thinks you're wrong and Google proves you're right
186,Simple,Real,Negative,sadness,No,No,No,Când realizezi că nu ai slăbit nici anul ăsta!,When you realize that you haven't lost weight this year either!
187,Simple,Fake,Negative,anger,No,No,No,Când ești nervoasă și îți spune iubitul să te calmezi,When you're nervous and your boyfriend tells you to calm down
188,Simple,Fake,Neutral,surprise,No,Yes,No,FIECARE ROMAN DE BLACK FRIDAY  TACI SI IA-MI BANII!,EVERY BLACK FRIDAY ROMAN SHUT UP AND TAKE MY MONEY!
189,Simple,Fake,Positive,joy,No,Yes,No,DUPĂ CE VEZI CĂ HALEP A BĂTUT-O PE SHARAPOVA,AFTER YOU SEE HALEP BEAT SHARAPOVA
190,Simple,Real,Negative,surprise,No,Yes,No,LISTA CU ALIMENTELE SANATOASE  PE CARE LE-AI MANCAT RECENT,LIST OF HEALTHY FOODS YOU EAT RECENTLY
191,Simple,Real,Positive,joy,No,Yes,No,CUM TE SIMȚI  CÂND REPARI CEVA ÎN FAȚA PRIETENEI,HOW DO YOU FEEL WHEN YOU FIX SOMETHING IN FRONT OF YOUR GIRLFRIEND
192,Simple,Real,Neutral,surprise,No,Yes,No,MĂ ÎNRTEB CE I-A SPUS FRIZERULUI,I WONDER WHAT HE SAID TO THE HAIRDRESSER
193,Simple,DeepFake,Neutral,surprise,No,No,No,"Cum adica, lucrez pe 31 decembrie?","What do you mean, I work on December 31st?"
194,Simple,Fake,Negative,anger,No,Yes,No,CÂND AȘTEPȚI CA O TELEVIZIUNE ROMÂNĂ  SĂ DEA O ȘTIRE DESPRE CUTREMUR,WHEN ARE YOU WAITING FOR A ROMANIAN TELEVISION TO GIVE NEWS ABOUT THE EARTHQUAKE
195,Simple,Fake,Neutral,joy,No,Yes,No,MONMENTUL ALA CAND AFLII  CA SCOLILE RAMAN INCHISE,THAT MOMENT WHEN YOU FIND OUT THAT THE SCHOOLS REMAIN CLOSED
196,Simple,Fake,Neutral,joy,No,No,No,Când profesoul te dă pe tine și pe cel mai bun prieten afară din clasă,When the teacher kicks you and your best friend out of class
197,Simple,Fake,Neutral,surprise,No,No,No,Când auzi oameni că se ceartă pe strada ta,When you hear people arguing on your street
198,Simple,Real,Neutral,surprise,No,Yes,No,MOMENTUL ALA CANDII VEZI PE AIA DE LA ANTENA 1  CUM ARATA IN HD,SEE THAT CANDLE MOMENT FROM ANTENNA 1 AS IT LOOKS IN HD
199,Simple,Fake,Neutral,surprise,No,No,No,Când mama intră în camera mea după ce am facut curat,When my mother enters my room after I have cleaned
200,Combination,Real,Negative,sadness,No,No,No,Vreau să demonstrez bărbaților că și femeile știu să parcheze! - GATA!,I want to prove to men that women know how to park too! - DONE!
201,Combination,Fake,Neutral,joy,No,No,No,"Ultimii mei bani ii voi folosii pentru urgente..   Un Ciucaș, vă rog","I will use my last money for emergencies.. A Ciucaș, please"
202,Simple,Real,Negative,sadness,No,No,No,-Cand mergeti sa colindati? -Cand boierii nu-s acasa...,- When do you go caroling? - When the boyars are not at home...
203,Simple,Real,Positive,surprise,No,No,No,Ce animal!  Nu te speria!Îl țin cu două mâini!,What an animal!  Don't be afraid! I hold him with two hands!
204,Simple,Real,Positive,joy,No,No,No,"Atâta timp cât din leu nu se pot face sarmale, pentru mine tot porcul rămâne regele animalelor :))","As long as lions can't be made into sardines, for me all pigs remain the king of animals :))"
205,Simple,Real,Neutral,surprise,No,No,No,Cât de des se prăbișesc avioanele?  Doar o dată!,How often do planes crash?  Just once!
206,Combination,Real,Negative,sadness,No,No,No,"Învârtitoarea când aveam 6 ani  Învârtitoarea acum, atză-o-ar focu","The spinner when I was 6 The spinner now, let's fire it up"
207,Simple,Real,Negative,sadness,Yes,No,No,VÂND CASĂ cu vedere spre viitor...,HOUSE FOR SALE with a view to the future...
208,Simple,Real,Neutral,sadness,Yes,No,No,Mai multe filiale ale Institului Cantacuzino au reluat producția de vaccinuri antigripale...,Several branches of the Cantacuzino Institute have resumed the production of anti-influenza vaccines...
209,Simple,Fake,Negative,sadness,No,No,No,Când te simți un pic rău și cauți simptomele pe google:,When you feel a little sick and google the symptoms:
210,Simple,Real,Neutral,sadness,No,No,No,"Când trebuie să faci curățenie, dar nu ai nicio motivație așa că stai un pic să își aduni forțele.","When you have to clean, but you have no motivation so you wait a bit to gather your strength."
211,Simple,Fake,Negative,sadness,No,No,No,Copilul meu când ți pregătesc mâncare delicioasă. Copilul meu când găsește un pufulete de 2 săptămâni sub canapea.,My baby when I prepare delicious food for you. My child when he finds a 2 week old fluff under the couch.
212,Simple,Real,Positive,surprise,No,No,No,"- Tată, vino urgent acasă! - N-am cum sunt internat, am Covid-19... - Treaba ta, mama îți vinde undițele la prețul la care i-ai zis că le-ai cumpărat.","- Father, come home urgently! - I don't know how I'm hospitalized, I have Covid-19... - It's your business, mom is selling you fishing rods at the price you told her you bought them for."
213,Simple,Real,Negative,surprise,No,No,No,Pe mine mă cheamă George Pe mine nu,My name is George Not me
214,Simple,Real,Neutral,surprise,No,No,No,NU LE PIPĂIȚ  Spune NU pipăițului!,I DON'T FREAK THEM Say NO to groping!
215,Combination,Real,Negative,fear,No,Yes,No,M-AM SATURAT DE VIATA ASTA... MAI BINE MA DUC SA-MI IAU BERE,I'M TIRED OF THIS LIFE... I'D BETTER GO GET A BEER
216,Simple,Real,Negative,surprise,No,No,No,"Buni, ce vârstă ai? Draga mea sunt așa de bătrână că nu mai știu Te poți uita pe eticheta chiloților, la mine scrie 5-6 ani","Grandma, how old are you? My dear I'm so old I don't know anymore You can look at the label of the panties, mine says 5-6 years"
217,Simple,Real,Positive,surprise,No,No,No,Vreți ceva de băut? Între ce pot să aleg? Între Da și NU!,Would you like something to drink? What can I choose between? Between Yes and No!
218,Simple,Real,Positive,surprise,No,No,No,"Iubit, ti-am făcut programare la solar!","My love, I made an appointment for you at the solarium!"
219,Simple,Fake,Negative,sadness,No,No,No,Cand ai nevoie de psiholog dar decizi sa te tratezi singura!,When you need a psychologist but decide to treat yourself!
220,Simple,Real,Positive,surprise,No,No,No,Ce aveti fără zahăr și să nu îngrașe? Șervețele!,What do you have without sugar and not fat? Napkins!
221,Simple,Real,Negative,sadness,Yes,No,No,Putina lume stie ca buzunarul cel mic de la blugi este pentru salariu,Few people know that the smallest jeans pocket is for the salary
222,Simple,Real,Neutral,sadness,Yes,No,No,Nu prea cred in cuvinte... pentru ca in ziua de astazi nimeni nu mai spune ce simte!,I don't really believe in words... because nowadays nobody says what they feel!
223,Combination,Real,Negative,surprise,Yes,No,No,Un țăran avea o iapă. Până i-au furat-o TÂGANII !!! SFÂRȘIT!,A peasant had a mare. Until the TAGANS stole it from him!!! ENDING!
224,Simple,Real,Negative,fear,No,No,No,După ce bați un tâgan...,After beating a thug...
225,Simple,Real,Negative,sadness,No,No,No,"""Banii nu te schimbă pe tine, schimbă oamenii din jurul tău.""","""Money doesn't change you, it changes the people around you."""
226,Combination,Real,Negative,sadness,Yes,No,No,In Canada folosesc abtibilduri pentru a reduce viteza masinilor. In Romnia folosec versiunea in 3D!,"In Canada, they use bumpers to reduce the speed of cars. In Romania I use the 3D version!"
227,Simple,Real,Positive,love,No,No,No,"Tati, eu de unde vine? Pai eu impreuna cu mama ta, te-am gasit pe google si te-am downloadat","Dad, where do I come from? Well, together with your mother, I found you on google and downloaded you"
228,Simple,Real,Positive,surprise,No,No,No,"vând cozonac IKEA, trebuie doar montat! Rogseriozitate!","IKEA cozonac for sale, it just needs to be assembled! Seriously!"
229,Combination,Real,Negative,sadness,No,No,No,Babele din România Babele din Europa,Babes from Romania Babes from Europe
230,Simple,Real,Positive,surprise,No,No,No,"Ce-ar fi dacă, de mâine, am încerca să mâncăm sănătos? Ai înebunit?!? Acum, când avem nevoie de toți conservanții...","What if, starting tomorrow, we tried to eat healthy? Are you crazy?!? Now that we need all the preservatives..."
231,Combination,Fake,Neutral,joy,Yes,No,No,Il omor sau nu? NU DA Voi alegeti :)),Do I kill him or not? NO YES You choose :))
232,Combination,Fake,Neutral,surprise,Yes,No,No,pe cine il alegi? comm cu:* comm cu :X,who do you choose? comm with:* comm with :X
233,Combination,Fake,Neutral,fear,No,No,No,Sa nu il scapi e scump! Sa nu il scapi gresia e scumpa!,"Not to lose it is expensive! Don't miss it, it's expensive!"
234,Combination,Fake,Negative,sadness,No,No,No,Cand sunt plictisit nimeni nu-mi trimite mesaje.. Cand sunt ocupatbrusc devin cel mai popular om din lume!,When I'm bored nobody sends me messages.. When I'm busy I suddenly become the most popular man in the world!
235,Simple,Real,Positive,joy,No,No,No,"Esti SPECIAL! DA, TU! Cel care citeste!","You are SPECIAL! YES, YOU! The one who reads!"
236,Simple,Fake,Neutral,surprise,No,Yes,No,"-STAI, MĂRIE, CĂ NU-ȚI FAC NIMIC! - PĂI, DACĂ NU ÎMI FACI NIMIC, DE CE SĂ STAU?","- WAIT, MARIE, I'M NOT DOING ANYTHING TO YOU! - WELL, IF YOU DON'T DO ANYTHING TO ME, WHY SHOULD I STAY?"
237,Simple,Real,Positive,joy,No,No,No,Toți merităm respect!,We all deserve respect!
238,Simple,Fake,Negative,sadness,No,No,No,Mâine-i luni!,Tomorrow is Monday!
239,Combination,Real,Positive,surprise,No,No,No,CE ITI PLACE SA BEI Bere LAPTE!!! LAPTE!!!,WHAT DO YOU LIKE TO DRINK BEER MILK!!! MILK!!!
240,Combination,Fake,Negative,anger,No,No,No,"Cum e, ma, sa fi insurat? Super tare! masimt de parca as avea iarasi 16 ani! Adica? Fumez in toaleta, beau pe ascuns..","How is it, ma, to be married? Super cool! I feel like I'm 16 years old again! I mean? I smoke in the toilet, drink secretly.."
241,Simple,Real,Neutral,surprise,Yes,Yes,No,"CIOLOȘ! CIOLOȘ, IEȘI MĂ! TE-A NOMINALIZAT IOHANIS.","COOL! CIOLOSH, GET ME OUT! IOHANIS NOMINATED YOU."
242,Simple,Real,Neutral,surprise,Yes,Yes,No,JE SUIS BĂIATU DE LA USR CU CASCADA MINIMALISTĂ.,I'M A GUY FROM USR WITH THE MINIMALIST CASCADE.
243,Simple,Fake,Neutral,sadness,Yes,No,No,Uniunea Șobolănim* România UȘR,Union Șobolănim* Romania UȘR
244,Simple,Real,Negative,sadness,Yes,No,No,Când ai votat cu USR și tre' să te prefaci că e totul o.k.,When you voted with USR and you have to pretend that everything is ok.
245,Simple,Real,Negative,surprise,Yes,No,No,Adoptă o căpușă! O campanie PNL USRPLUS pentru București USRPLUS,Adopt a tick! A PNL USRPLUS campaign for Bucharest USRPLUS
246,Simple,Real,Negative,surprise,Yes,No,No,Adoptă un șobolan! O campanie PNL USRPLUS pentru București USRPLUS,Adopt a rat! A PNL USRPLUS campaign for Bucharest USRPLUS
247,Simple,Real,Negative,surprise,Yes,No,No,Adoptă o groapă! O campanie PNL USRPLUS pentru București USRPLUS,Adopt a Pit! A PNL USRPLUS campaign for Bucharest USRPLUS
248,Simple,Real,Negative,surprise,Yes,No,No,Adoptă un țânțar! O campanie PNL USRPLUS pentru București USRPLUS,Adopt a mosquito! A PNL USRPLUS campaign for Bucharest USRPLUS
249,Combination,Real,Negative,surprise,Yes,Yes,No,PNL USR PLUS UDMR,PNL USR PLUS UDMR
250,Simple,Real,Positive,joy,Yes,No,No,Se unde știu că demiterea lui VeVe o măsură bună? Fiindcă deranjează. PROFU' de sănătate publică,How do I know that firing VeVe is a good move? Because it bothers. PROFESSOR of public health
251,Simple,DeepFake,Negative,anger,Yes,No,No,Gaura din buget Florin Cîțu Parlamentul Eliminarea gratuității la tren pentru studenți,Budget hole Florin Cîțu Parliament Elimination of free train tickets for students
252,Combination,Fake,Negative,surprise,Yes,No,No,"Revoluție, mineriadă, Roșia Montana, Colectiv, OUG 13 Burgeri moca și bilete gratuite de tren","Revolution, mining, Red Montana, Collective, OUG 13 Mocha burgers and free train tickets"
253,Simple,Real,Negative,sadness,No,Yes,No,"ALO, DISPECERATUL? VĂ ROG AJUTAȚI-MĂ, MI-A INTRAT APA ÎN CASĂ ĂĂĂ... PLATĂ SAU MINERALĂ?","HELLO DISPATCHER? PLEASE HELP, WATER HAS COME INTO MY HOUSE... PLATE OR MINERAL?"
254,Combination,Fake,Negative,surprise,Yes,Yes,No,"NU ȘTIE NICI MĂCAR SĂ CALCULEZE DEBITUL UNUI RÂU! BOSS, SUNTEM AICI SĂ FURĂM, NU SĂ CALCULĂM!","HE DOESN'T EVEN KNOW HOW TO CALCULATE THE FLOW OF A RIVER! BOSS, WE ARE HERE TO STEAL, NOT TO CALCULATE!"
255,Simple,Real,Negative,sadness,Yes,Yes,No,REVOLUȚIA BUNEI GUVERNĂRI! PNL USR +PLUS,GOOD GOVERNANCE REVOLUTION! PNL USR +PLUS
256,Simple,Fake,Neutral,love,Yes,No,No,"Spune-mi lucruri murdare! București, Sector 1","Tell me dirty things! Bucharest, Sector 1"
257,Combination,Fake,Negative,joy,Yes,Yes,No,FLORIN CÎȚU FUNCȚIA DE PREMIER LUDOVIC ORBAN FUNCȚIA DE PREMIER,FLORIN CÚTU OFFICE OF PRIME MINISTER LUDOVIC ORBAN OFFICE OF PRIME MINISTER
258,Simple,Real,Negative,anger,Yes,No,No,Iohanis Ciolos Orban Barna Kelemen hunor,Iohanis Ciolos Orban Barna Kelemen Hunor
259,Simple,Real,Neutral,anger,Yes,Yes,No,CÂND VREI SĂ FACI DECLARAȚIE DE DRAGOSTE DAR AI PIERDUT INELUL ÎN SACII DE VOT,WHEN YOU WANT TO DECLARE YOUR LOVE BUT LOST THE RING IN THE VOTING BAGS
260,Simple,Fake,Negative,fear,Yes,Yes,No,CÂND TE ÎNTREABĂ PRESA DE PNL,WHEN THE PNL PRESS ASK YOU
261,Simple,Fake,Neutral,sadness,Yes,Yes,No,"MINISTRA ÎNVĂȚĂMÂNTULUI: ""NICIO ȘCOALĂ FĂRĂ PEPSIGLASS PE BĂNCI!""","THE MINISTER OF EDUCATION: ""NO SCHOOL WITHOUT PEPSIGLASS ON THE BENCHES!"""
262,Simple,Real,Positive,sadness,Yes,Yes,No,ROM\NII PNL BANII PUBLICI,ROMANIA PNL PUBLIC MONEY
263,Simple,Real,Neutral,sadness,Yes,No,No,PNL Economia României 04.11.2019 - 04.05.2020 imminvest,PNL Economy of Romania 04.11.2019 - 04.05.2020 imminvest
264,Combination,Fake,Negative,joy,Yes,No,No,PNL în opoziție PNL la guvernare,PNL in opposition PNL in government
265,Simple,Fake,Neutral,sadness,Yes,No,No,PSD PSD PSD Razand biciuim moravurile,PSD PSD PSD Laughing we whip morals
266,Simple,Fake,Neutral,joy,Yes,No,No,60 De pruna,60 Of plum
267,Simple,Fake,Positive,joy,Yes,No,No,Camera Deputaților a aprobat tacit autonomia Ținutului Secuiesc Legea pică în Senat Și oricum e neconstituțională Români mândri,The Chamber of Deputies tacitly approved the autonomy of the Szekler Land The law falls in the Senate And it is unconstitutional anyway Proud Romanians
268,Simple,Fake,Negative,sadness,Yes,No,No,"Când vrei să mergi în vacanță, dar e pandemie de coronavirus","When you want to go on vacation, but there is a coronavirus pandemic"
269,Simple,Fake,Negative,sadness,Yes,Yes,No,NU TE SUPĂRA FRATE!,DON'T WORRY BROTHER!
270,Simple,Real,Neutral,surprise,Yes,No,No,PNL Nicușor Dan,PNL Nicușor Dan
271,Simple,Fake,Neutral,sadness,Yes,No,No,- Si una de jale,- And one of mourning
272,Simple,Real,Positive,joy,Yes,No,No,TREI PAHARE LA BĂIATU' ȘI PLEC #memepolitice CAMERA DEPUTAȚILOR,THREE GLASSES TO THE BOY AND I'M GOING #memepolitics CHAMBER OF DEPUTIES
273,Simple,Real,Positive,joy,Yes,No,No,Guvernul PNL,PNL government
274,Simple,Fake,Positive,surprise,Yes,Yes,No,CE FACEȚI AICI? DĂM ORDONANȚE!,WHAT ARE YOU DOING HERE? WE GIVE ORDERS!
275,Simple,Real,Neutral,surprise,Yes,Yes,No,AM GĂSIT 23 DE ORDONANȚE LA PENELEU,I FOUND 23 ORDINANCES AT PENELEU
276,Simple,Real,Negative,fear,Yes,No,No,"Câinele meu, când vede un chinez pe stradă - Ori îmi dă viruși, ori mă mănâncă","My dog, when he sees a Chinese man on the street - Either he gives me viruses or he eats me"
277,Combination,Real,Negative,surprise,Yes,No,No,Astăzi vin doi srilankezi Mâine vin șapte srilankezi Poimâine vor autonomie!,Today two Sri Lankans are coming Tomorrow seven Sri Lankans are coming The day after tomorrow they want autonomy!
278,Simple,Real,Negative,sadness,Yes,Yes,No,SPITAL DIN ROMANIA ACINETOBACTER E. COLI PIOCIANIC ENTEROCOCCUS CORONAVIRUS ASTAFILOCOC AURIU,HOSPITAL FROM ROMANIA ACINETOBACTER E. COLI PYOCIANIC ENTEROCOCCUS CORONAVIRUS ASTAPHYLOCOC AURUIU
279,Combination,Real,Neutral,fear,Yes,Yes,No,LINKEDIN FACEBOOK INSTAGRAM TINDER,LINKED IN FACEBOOK INSTAGRAM TINDER
280,Combination,Real,Positive,joy,Yes,No,No,FACEBOOK Linkedin Instagram Tinder,FACEBOOK Linkedin Instagram Tinder
281,Combination,DeepFake,Neutral,joy,Yes,Yes,Yes,2020 2030,2020 2030
282,Simple,Real,Negative,sadness,Yes,No,No,"Cand esti IT-ist, votezi pnl si iti dai seama ca o sa iti puna impozit pe venit","When you are an IT-ist, you vote for PNL and you realize that you will be taxed on your income"
283,Simple,Real,Negative,sadness,Yes,No,No,pnl veniturile IT-istilor,pnl incomes of IT-ists
284,Simple,Fake,Negative,anger,Yes,No,No,nimeni: nimic ludovic orban: sa impozitam IT-istii,nobody: nothing ludovic orban: let's tax the IT-ists
285,Simple,Real,Positive,joy,Yes,No,No,"pnl, imediat dupa ce castiga alegerile si impoziteaza veniturile IT-stilor","pnl, immediately after winning the elections and taxing the IT workers' incomes"
286,Combination,Fake,Positive,joy,Yes,No,No,Cine suntem noi? pnl Ce vrem noi? sa impozitam IT-istii Când vrem? ACUM!,Who are we? pnl What do we want? to tax the IT workers When do we want? NOW!
287,Simple,Real,Negative,surprise,No,Yes,No,NU-I MOMENTU' ACUUUUUUM,NO TIME RIGHT NOW
288,Simple,Fake,Positive,joy,No,No,No,Antrenorii de fitness în luna ianuarie 2020 be like:,Fitness trainers in January 2020 be like:
289,Simple,Fake,Negative,sadness,Yes,No,No,ROBU aflând ca DNA îl trimite în judecată #memepolitice,ROBU finding out that DNA is suing him #memepolitics
290,Simple,Fake,Neutral,surprise,Yes,No,No,Se înființează de urgență Uniunea Salvați USR! Little Yoda to the rescue! #memepolitice,The Save the USR Union is urgently established! Little Yoda to the rescue! #politicalmemes
291,Simple,Fake,Positive,joy,Yes,No,No,"Toată lumea: Predoiule, anulează recursul compensatoriu!!Predoiu: NO #memepolitice","Everyone: Predoiu, cancel the compensatory appeal!! Predoiu: NO #memepolitics"
292,Simple,Fake,Positive,joy,Yes,No,No,"Toată lumea: PSD-ule, scapa de baroni,Tutankhamoni, reformează-te!! PSD: NO #memepolitice","Everyone: PSD, get rid of barons, Tutankhamun, reform!! PSD: NO #memepolitics"
293,Simple,Fake,Positive,joy,Yes,No,No,GUVERN PNL Relații Pile #memepolitice,PNL GOVERNMENT Relations Pile #memepolitics
294,Simple,Real,Positive,surprise,Yes,Yes,No,DIMINEAȚA ESTE MAI FRIG PENTRU CĂ... AERUL A STAT AFARĂ TOATĂ NOAPTEA,THE MORNING IS COLDER BECAUSE... THE AIR WAS OUT ALL NIGHT
295,Simple,Real,Neutral,surprise,Yes,No,No,"Ce capitală are Marea Britanie? Mă ia de proastă! Ce, eu nu știu că mările nu au capitală?","What is the capital of Great Britain? He takes me for a fool! What, I don't know that the seas have no capital?"
296,Combination,Real,Negative,anger,Yes,No,No,"Manualele școlare este un subiect intens! Valentin Popa min, Educației. Manualele sunt! Băă! Oligofrenule! Valentinee! Ăștia este proști! Ai un 10 la mine cât toate degetele de la o mână!","School textbooks are an intense subject! Valentin Popamin, Education. The manuals are! Bah! Oligophrenic! Valentine! These are fools! You have a 10 with me as many fingers on one hand!"
297,Simple,Real,Neutral,joy,Yes,No,No,IOHANIS Dezbinarea-i arma mea.. EU SUNT PRINCIPALUL PERICOL PENTRU ROMANIA!,IOHANIS Division is my weapon.. I AM THE MAIN DANGER FOR ROMANIA!
