,Complexity,Real_Fake,Political,TextUppercase,TextLowercase,text,label
162,Simple,Fake,No,No,No,"Mihai Viteazul, pe punctul de a-l infrunta pe Sinan Pasa, cca. 1595",Surprise
394,Combination,Real,No,No,No,"CATALIN, Al LEGATURA!
Da Andrea am legătura",Surprise
138,Combination,Fake,No,No,No,"Când te-ai jucat până dimineața online, și aucm trebuie să intri în conference call pentru lecția online",Sadness
62,Simple,Fake,No,No,No,"În drum spre parcarea laterală după ce ți-a murit motorul de 12 ori deja 
Examen",Sadness
135,Combination,Fake,No,No,No,Copiii tăi când nu faci nimic vs. copiii tăi când intri în conference call cu colegii de la lucru,Anger
128,Combination,Fake,No,No,No,"Când ai terminat să speli podeaua, dar ți-ai uitat telefonul în laltă cameră",Sadness
440,Simple,Real,No,No,No,"Când cineva îmi zice ""iar mănânci?""",Anger
8,Combination,Fake,No,No,Yes,"de post 
vegan",Anger
326,Simple,Fake,Yes,No,No,Uniunea Sobolanim Romania,Anger
429,Simple,Real,No,No,No,Când ești in perfectă armonie cu natura.,Surprise
64,Combination,Real,Yes,No,No,"Da bani la profesori or draw 25 
Guvern",Anger
300,Combination,Real,Yes,Yes,No,AVETI SUGURANTA ZILEI DE MAINE? NU NU NU DA,Sadness
14,Simple,Real,No,No,No,După atâția ani de matematica am găsit radacina pătrată,Joy
156,Simple,Real,No,No,No,Cu proful ăla șmecher la ora deschisă în parc,Joy
40,Combination,Fake,No,No,No,"500 LEI 
O eugenie",Anger
425,Combination,Real,No,No,No,"Noaptea in alte tări.
Noaptea in România.",Fear
374,Simple,Fake,Yes,No,No,"> devine ministrul educatiei
> FUTE TOT SISTEMUL
> nu elaboreaza
> isi da demisia",Anger
216,Simple,Real,No,No,No,"Buni, ce vârstă ai? Draga mea sunt așa de bătrână că nu mai știu Te poți uita pe eticheta chiloților, la mine scrie 5-6 ani",Surprise
279,Combination,Real,Yes,Yes,No,LINKEDIN FACEBOOK INSTAGRAM TINDER,Fear
402,Simple,Real,No,Yes,No,AI GRIJA CE SPUI CA NU TE MAI SPOVEDESC,Fear
398,Simple,Fake,No,Yes,No,AI DE PLM,Sadness
337,Simple,Real,No,Yes,No,"LASA-L PE AVARII, BOSS, CA NU STAM MULT",Sadness
236,Simple,Fake,No,Yes,No,"-STAI, MĂRIE, CĂ NU-ȚI FAC NIMIC! - PĂI, DACĂ NU ÎMI FACI NIMIC, DE CE SĂ STAU?",Surprise
207,Simple,Real,Yes,No,No,VÂND CASĂ cu vedere spre viitor...,Sadness
212,Simple,Real,No,No,No,"- Tată, vino urgent acasă! - N-am cum sunt internat, am Covid-19... - Treaba ta, mama îți vinde undițele la prețul la care i-ai zis că le-ai cumpărat.",Surprise
295,Simple,Real,Yes,No,No,"Ce capitală are Marea Britanie? Mă ia de proastă! Ce, eu nu știu că mările nu au capitală?",Surprise
423,Combination,Real,No,No,No,"- Nu o să mai găsesti niciuna ca mine!
- Aşa să m-ajute Dumnezeu",Anger
251,Simple,DeepFake,Yes,No,No,Gaura din buget Florin Cîțu Parlamentul Eliminarea gratuității la tren pentru studenți,Anger
451,Combination,Fake,No,No,No,"Eu la 13 ani: Cum am făcut 18 ani dau de carnet și îmi iau mașină
Eu la 18 ani:",Sadness
424,Simple,Fake,Yes,No,Yes,îti arät eu revoltă imediat...,Anger
303,Simple,Real,No,No,No,"""It's over Anakin, I have the playgroud""",Joy
350,Simple,Real,Yes,No,No,"Daca intram in Shengen acum, e doar meritul PSD. Fara PSD, intram de mult.",Joy
269,Simple,Fake,Yes,Yes,No,NU TE SUPĂRA FRATE!,Sadness
201,Combination,Fake,No,No,No,"Ultimii mei bani ii voi folosii pentru urgente..   Un Ciucaș, vă rog",Joy
161,Simple,Fake,No,No,No,"Savant din Evul Mediu  incercand sa obtina aurul prin alchimie, cca. 1137",Surprise
43,Simple,Real,No,No,No,Prima mea intalnre cu Irina eram la ea la poartă si ieșise măsa-mare  s-o strige că i a făcut urzici cu niște ouă ochi,Surprise
217,Simple,Real,No,No,No,Vreți ceva de băut? Între ce pot să aleg? Între Da și NU!,Surprise
190,Simple,Real,No,Yes,No,LISTA CU ALIMENTELE SANATOASE  PE CARE LE-AI MANCAT RECENT,Surprise
309,Simple,Fake,Yes,No,No,Spune-i mosului o poezie,Love
259,Simple,Real,Yes,Yes,No,CÂND VREI SĂ FACI DECLARAȚIE DE DRAGOSTE DAR AI PIERDUT INELUL ÎN SACII DE VOT,Anger
105,Simple,Fake,No,Yes,No,CÂINELE MEU CÂND MĂNÂNC CEVA:,Love
53,Simple,Real,Yes,Yes,No,DUPĂ ALEGERI DEVIN VEGETARIAN,Anger
389,Simple,Fake,No,No,Yes,sa mori tu,Anger
1,Combination,Fake,Yes,No,Yes,"cine e impotriva pensiilor  speciale
cine vrea sa protesteze impotriva pensiilor speciale",Sadness
409,Simple,Real,No,Yes,No,"RO ALERT
EU",Fear
446,Simple,Real,No,No,No,"CIORBĂ DE BERISOARE, urmăriți-ne pentru mai multe rețete!!",Surprise
49,Simple,DeepFake,No,No,No,"BIBLIOTECA PENTRU TOȚI COPIII
AMINTIRI DIN COPILĂRIE 
Ion Creangă",Joy
80,Simple,Real,No,Yes,No,"PROFESORUL: NU PUTEȚI SĂ FOLOSIȚI TELEFOANELE, CEASURILE INTELIGENTE SAU LAPTOPUI-LE LA TEST. 
EU:",Surprise
205,Simple,Real,No,No,No,Cât de des se prăbișesc avioanele?  Doar o dată!,Surprise
34,Simple,Real,No,No,No,Următorul task este să îți faci temele fără acces la internet,Fear
263,Simple,Real,Yes,No,No,PNL Economia României 04.11.2019 - 04.05.2020 imminvest,Sadness
366,Simple,Real,No,No,No,Bunica pregătită să-mi dea perversa după ce i-am zis că nu imi e foame,Fear
91,Simple,Fake,No,Yes,No,"SPEIȘ 
THE FINAL FRONTIER",Surprise
339,Simple,DeepFake,No,Yes,No,CAND ESTI PORTAR SI AI NECI CONTRA ROMANIEI,Surprise
437,Simple,Real,No,No,No,Atunci când te intorci de la muncă din Italia si trebuie sã te culci din nou cu souțl tău pe gratis...,Sadness
52,Simple,DeepFake,No,No,No,Cand tai un copac in Sibiu,Surprise
345,Simple,DeepFake,Yes,No,No,"Un fost Carmaci, care nu mai stia cum sa creasca populatia tarii, alaturi de in actual Carpaci, care nu maki stie cum s-o scalda",Sadness
264,Combination,Fake,Yes,No,No,PNL în opoziție PNL la guvernare,Joy
241,Simple,Real,Yes,Yes,No,"CIOLOȘ! CIOLOȘ, IEȘI MĂ! TE-A NOMINALIZAT IOHANIS.",Surprise
13,Simple,DeepFake,No,Yes,No,"LIDL 
RONALDO 
7",Surprise
315,Simple,Real,Yes,No,No,"Succes, Joe Biden!",Sadness
88,Simple,Real,No,No,No,"Neamurile, de Sărbători: când te însori, când faci copii? 
Eu: 
Îmi produceți un stres teribil",Anger
387,Simple,Real,No,Yes,No,"DESCOPERIRE ARHEOLOGICĂ!
FARAON ÎN VASLUI",Surprise
273,Simple,Real,Yes,No,No,Guvernul PNL,Joy
166,Simple,Real,No,No,No,Când folosești calculatorul la examen ca să te asiguri că 4+5 e egal cu 9,Fear
328,Simple,Fake,Yes,No,No,"Doamna de fier ureaza Romaniei un calduros ""LAMULTEAN!""",Joy
454,Simple,Real,No,No,No,Anestezie lași 2022,Fear
134,Combination,Real,No,No,No,Fața mea când părinții au venit la școală să mă ia mai devreme de la lecții,Joy
306,Simple,Real,No,No,Yes,my reaction to everything,Sadness
444,Simple,Real,No,No,No,"Întâi facem o poza sa punem pe story 
Eu:",Surprise
319,Simple,Real,No,No,No,Am injurat 100 de romani,Joy
243,Simple,Fake,Yes,No,No,Uniunea Șobolănim* România UȘR,Sadness
54,Simple,Fake,No,No,Yes,"firmele care fac bannere publicitare, în perioada alegerilor 
stonks",Joy
363,Simple,Real,No,No,No,Noi angajați de la McDonald's când văd otravă de șoareci și plicuri de laxaive puse în sertarul ”Pentru clienți”,Fear
50,Simple,DeepFake,Yes,Yes,No,SIFOANE,Anger
174,Combination,Fake,No,No,No,"Eu: Ce tare e lupta asta din film, ar fi super dacă aș avea cum să o încerc și eu  Fratele meu mai mic:",Fear
189,Simple,Fake,No,Yes,No,DUPĂ CE VEZI CĂ HALEP A BĂTUT-O PE SHARAPOVA,Joy
458,Simple,Real,No,Yes,No,"CAND INTRA HOȚII IN CASA
SI TE UITI CUM CAUTA BANII PE CARE NU II AI",Sadness
187,Simple,Fake,No,No,No,Când ești nervoasă și îți spune iubitul să te calmezi,Anger
169,Simple,Real,No,No,No,Când te gândești că e o idee bună să te duci la grătar în plină pandemie,Surprise
58,Simple,Real,No,No,No,"Când ești cu naveta și aștepți să termine profesoara de vorbit la începutul ultimei ore, ca să ceri voie să pleci că îți pornește autobuzul imediat",Fear
48,Simple,Real,Yes,Yes,No,INCA 4 ANI CU BORDURI SI PALMIERI IN S3,Anger
344,Simple,Real,Yes,Yes,No,"APOI LE_AM SPUS: ""SA TRAITI BINE!""",Joy
235,Simple,Real,No,No,No,"Esti SPECIAL! DA, TU! Cel care citeste!",Joy
252,Combination,Fake,Yes,No,No,"Revoluție, mineriadă, Roșia Montana, Colectiv, OUG 13 Burgeri moca și bilete gratuite de tren",Surprise
21,Simple,Real,No,Yes,No,"SĂ VEZI CE O SĂ SE BUCURE ȘEFU' 
CĂ AM AJUNS PRIMII LA LOCUL ACCIDENTULUI",Anger
313,Simple,Real,Yes,No,No,Am scapat la mustata,Joy
160,Combination,Real,No,No,Yes,ea : îmi plac doar veganii  eu:,Surprise
276,Simple,Real,Yes,No,No,"Câinele meu, când vede un chinez pe stradă - Ori îmi dă viruși, ori mă mănâncă",Fear
191,Simple,Real,No,Yes,No,CUM TE SIMȚI  CÂND REPARI CEVA ÎN FAȚA PRIETENEI,Joy
385,Combination,Fake,Yes,No,No,Când nu știi ce să alegi...,Sadness
293,Simple,Fake,Yes,No,No,GUVERN PNL Relații Pile #memepolitice,Joy
413,Combination,Real,No,No,No,Intotdeauna se găseste o prietenă căreia să-i fie frică la filmele de groaza,Surprise
343,Simple,Fake,Yes,No,No,"Si acum, va declar HOT si HOTIE",Joy
257,Combination,Fake,Yes,Yes,No,FLORIN CÎȚU FUNCȚIA DE PREMIER LUDOVIC ORBAN FUNCȚIA DE PREMIER,Joy
308,Simple,Fake,Yes,No,No,"Eu, uitandu-ma pe ultimile sondaje politice din Romania",Anger
149,Combination,Fake,No,No,No,Nicolae Stanciu de fiecare dată când vede mingea la 30 de metri de poartă,Joy
130,Simple,Real,No,No,No,"Când trebuie să feliciți pe cineva, și deja ai folosit cuvintele ""sănătate"" și ""fericire""",Sadness
151,Simple,Real,No,Yes,No,EȘTI DIN ROMÂNIA DACĂ  MAI ÎNTÂI SE ASFALTEAZĂ STRĂZILE ȘI DUPĂ ACEEA SE BAGĂ ȚEVILE,Anger
359,Simple,Real,Yes,No,No,Panouri solare care merg si noaptea Pentru toti romanii,Surprise
99,Simple,Real,Yes,No,No,"""Marian, bine că mi-ai adus telefonul, imbecilul dracului""",Surprise
372,Combination,Real,No,Yes,No,"ÎN SFARSIT
STAȚIUNEA TATAIA",Surprise
87,Simple,Real,Yes,Yes,No,CINE A NINS SĂ STRÂNGĂ,Surprise
330,Simple,Real,Yes,Yes,No,GATA CU DROGURILE !,Anger
214,Simple,Real,No,No,No,NU LE PIPĂIȚ  Spune NU pipăițului!,Surprise
121,Combination,Fake,No,No,No,Când te-ai gătit 3 ore ca să ieși la întâlnire și el a decis că nu vă mai puteți vedea azi,Anger
461,Simple,Real,No,No,Yes,cu berea in mana si cu gandul la tine,Love
20,Simple,Real,No,No,No,Pentru cine a zis ca matematica nu e folositoare,Joy
188,Simple,Fake,No,Yes,No,FIECARE ROMAN DE BLACK FRIDAY  TACI SI IA-MI BANII!,Surprise
71,Simple,Fake,No,Yes,No,ȘTII CĂ BANANELE AU ACELE PETE NEGRE PENTRU CĂ ORGANIZEAZĂ LUPTE ILEGALE NOAPTEA?,Surprise
106,Combination,Fake,Yes,No,No,Așteptând să vină apa caldă,Sadness
270,Simple,Real,Yes,No,No,PNL Nicușor Dan,Surprise
348,Simple,Real,Yes,No,No,"Ciolacu povesteste cum a luptat la Revolutie: "" Pe 25 Decembrie, am iesit de sub pat si am strigat JOS RATIU!""",Joy
435,Combination,Real,No,No,No,Când vă despartiti si vă cereti cadourile inapoi.,Surprise
102,Simple,Fake,No,No,No,Mama uitandu-se la mine in timp ce pun o farfurie murdara in chiuveta proaspat golita,Anger
